Data Analyst,Data Engineer,Data Scientist,Machine Learning Engineer,Product/Project Manager,Research Scientist,Software Engineer,Statistician
0.05,0.73,0.17,0.0,0.03,0.0,0.02,0.0
0.01,0.0,0.54,0.09,0.05,0.26,0.04,0.01
0.0,0.43,0.0,0.05,0.48,0.0,0.0,0.04
0.17,0.1,0.04,0.0,0.15,0.01,0.53,0.0
0.15,0.01,0.35,0.23,0.03,0.09,0.1,0.04
0.04,0.0,0.09,0.01,0.05,0.0,0.77,0.04
0.07,0.01,0.57,0.06,0.03,0.2,0.04,0.02
0.12,0.0,0.17,0.02,0.02,0.02,0.0,0.65
0.08,0.05,0.56,0.08,0.07,0.08,0.08,0.0
0.2356127712638968,0.016898260654377422,0.22332628536098845,0.1825737229809227,0.01929104658031109,0.010723104925345128,0.20760873108168318,0.10396607715247504
0.01,0.17,0.0,0.1,0.62,0.01,0.03,0.06
0.01,0.0,0.02,0.01,0.29,0.0,0.01,0.66
0.12,0.05,0.17,0.02,0.08,0.13,0.0,0.43
0.15765723880938456,0.22690700641857567,0.1950607891146293,0.0,0.0,0.0,0.4203749656574104,0.0
0.19,0.02,0.04,0.0,0.02,0.01,0.02,0.7
0.06,0.16,0.02,0.02,0.67,0.0,0.01,0.06
0.22,0.07,0.33,0.08,0.04,0.15,0.1,0.01
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.04,0.02,0.02,0.0,0.02,0.14,0.0,0.76
0.1,0.04,0.02,0.0,0.67,0.06,0.03,0.08
0.04,0.02,0.01,0.03,0.08,0.02,0.0,0.8
0.11,0.1,0.25,0.09,0.05,0.07,0.31,0.02
0.78,0.0,0.12,0.0,0.02,0.01,0.01,0.06
0.06,0.05,0.5,0.09,0.07,0.16,0.02,0.05
0.38,0.18,0.06,0.0,0.22,0.01,0.12,0.03
0.06,0.02,0.22,0.66,0.02,0.01,0.0,0.01
0.585,0.185,0.12,0.0,0.01,0.01,0.08,0.01
0.34,0.16,0.24,0.06,0.15,0.0,0.05,0.0
0.02,0.06,0.12,0.56,0.09,0.07,0.05,0.03
0.06,0.69,0.03,0.02,0.04,0.0,0.16,0.0
0.17,0.14,0.48,0.05,0.07,0.0,0.09,0.0
0.04,0.01,0.65,0.11,0.03,0.07,0.07,0.02
0.07,0.03,0.25,0.38,0.0,0.15,0.11,0.01
0.09,0.03,0.21,0.02,0.02,0.44,0.03,0.16
0.07,0.02,0.82,0.0,0.05,0.01,0.01,0.02
0.06,0.04,0.07,0.02,0.0,0.03,0.03,0.75
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.1821885164146959,0.0,0.2674386009804874,0.16863247764931164,0.0,0.0,0.17868509017334122,0.20305531478216352
0.24339649291197277,0.0,0.16492797269809653,0.0,0.0,0.0916647396291359,0.5000107947607948,0.0
0.84,0.0,0.1,0.01,0.02,0.0,0.02,0.01
0.23092459393485246,0.0,0.2658038340214732,0.14955159582043673,0.0,0.0,0.2109366874548021,0.14278328876843566
0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0
0.01,0.04,0.0,0.01,0.02,0.04,0.0,0.88
0.25,0.07,0.1,0.0,0.43,0.03,0.08,0.04
0.03,0.6,0.04,0.06,0.22,0.0,0.01,0.04
0.04,0.75,0.16,0.0,0.02,0.0,0.03,0.0
0.01,0.0,0.05,0.01,0.01,0.1,0.01,0.81
0.23092459393485246,0.0,0.2658038340214732,0.14955159582043673,0.0,0.0,0.2109366874548021,0.14278328876843566
0.01,0.62,0.0,0.0,0.29,0.0,0.02,0.06
0.2347138465476159,0.02325608631269246,0.2312761508845945,0.18536599108369245,0.015128327920815152,0.00641346814436876,0.2085002496663543,0.09534587943986651
0.4,0.0,0.02,0.05,0.01,0.0,0.05,0.47
0.2345043438369319,0.0,0.2602001246607308,0.1607865245933068,0.0,0.0,0.20989729989866052,0.13461170701036992
0.06888937654885009,0.6821205044389741,0.061056017397099316,0.01,0.02,0.0,0.1379341016150765,0.02
0.21491977106505172,0.0,0.26827349803695205,0.17141153280073546,0.0,0.0,0.19451323983105584,0.15088195826620487
0.01,0.07,0.09,0.76,0.0,0.0,0.07,0.0
0.07,0.03,0.14,0.02,0.68,0.01,0.05,0.0
0.17,0.07,0.62,0.03,0.02,0.04,0.05,0.0
0.01,0.49,0.02,0.07,0.29,0.0,0.03,0.09
0.02,0.71,0.18,0.02,0.0,0.06,0.01,0.0
0.04,0.01,0.06,0.04,0.0,0.83,0.01,0.01
0.29,0.0,0.4,0.0,0.04,0.01,0.01,0.25
0.08,0.03,0.03916666666666666,0.8108333333333333,0.02,0.01,0.0,0.01
0.16,0.07,0.2,0.08,0.07,0.08,0.33,0.01
0.05,0.01,0.05,0.15,0.0,0.47,0.25,0.02
0.28,0.06,0.38,0.16,0.02,0.02,0.07,0.01
0.07,0.05,0.0,0.01,0.11,0.04,0.72,0.0
0.34590506715506697,0.0012142857142857142,0.0009285714285714286,0.0,0.0014285714285714286,0.15964517427017424,0.4878783300033301,0.003
0.17,0.07,0.2,0.01,0.26,0.12,0.17,0.0
0.01,0.02,0.12,0.56,0.21,0.01,0.05,0.02
0.05,0.09,0.29,0.04,0.04,0.01,0.48,0.0
0.04,0.0,0.12,0.24,0.03,0.0,0.57,0.0
0.03,0.1,0.21,0.22,0.14,0.12,0.18,0.0
0.02,0.07,0.06,0.03,0.17,0.08,0.01,0.56
0.08,0.04,0.73,0.01,0.01,0.06,0.0,0.07
0.02,0.0,0.22,0.0,0.0,0.02,0.0,0.74
0.46,0.07,0.08,0.0,0.04,0.0,0.35,0.0
0.08,0.71,0.13,0.01,0.02,0.0,0.05,0.0
0.13,0.08,0.22,0.19,0.12,0.09,0.16,0.01
0.12,0.01,0.2,0.0,0.02,0.03,0.02,0.6
0.14,0.47,0.18,0.0,0.04,0.0,0.16,0.01
0.53,0.17,0.11,0.07,0.03,0.01,0.08,0.0
0.08,0.04,0.14,0.45,0.0,0.14,0.15,0.0
0.01,0.05,0.1,0.1,0.63,0.0,0.11,0.0
0.7099523809523809,0.2683809523809522,0.0,0.0,0.021666666666666664,0.0,0.0,0.0
0.19,0.16,0.07,0.04,0.08,0.02,0.44,0.0
0.12,0.05,0.12,0.1,0.15,0.13,0.33,0.0
0.04,0.15,0.02,0.11,0.22,0.0,0.0,0.46
0.01,0.1,0.19,0.0,0.67,0.0,0.03,0.0
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.0,0.02,0.05,0.68,0.01,0.21,0.03,0.0
0.46,0.11,0.04,0.01,0.08,0.02,0.27,0.01
0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.98
0.09047898343486577,0.0,0.21080771352830166,0.0,0.23600941215647103,0.11910960118313056,0.34359428969723077,0.0
0.1,0.07,0.27,0.15,0.13,0.01,0.27,0.0
0.05,0.15,0.07,0.37,0.1,0.01,0.06,0.19
0.12,0.09,0.42,0.15,0.0,0.07,0.09,0.06
0.01,0.15,0.01,0.11,0.46,0.0,0.0,0.26
0.13,0.08,0.46,0.1,0.04,0.01,0.18,0.0
0.54,0.01,0.1,0.0,0.1,0.03,0.12,0.1
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.04,0.04,0.12,0.34,0.02,0.06,0.38,0.0
0.0,0.03,0.18,0.66,0.02,0.03,0.07,0.01
0.25546460043744934,0.0,0.2795115874369446,0.15679839139296223,0.0,0.0,0.16637168551183443,0.14185373522080943
0.06,0.22,0.05,0.0,0.54,0.01,0.03,0.09
0.18,0.1,0.02,0.0,0.07,0.03,0.03,0.57
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.13,0.02,0.75,0.0,0.01,0.05,0.03,0.01
0.02,0.1,0.36,0.19,0.03,0.07,0.19,0.04
0.3162742812742813,0.0,0.03258644133644134,0.0,0.15322940947940947,0.030425796425796427,0.46748407148407145,0.0
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.08,0.03,0.49,0.1,0.0,0.04,0.26,0.0
0.38,0.01,0.1,0.07,0.02,0.29,0.09,0.04
0.03,0.15,0.31,0.0,0.01,0.03,0.47,0.0
0.004,0.5215,0.142,0.0,0.04,0.03,0.2505,0.012
0.13,0.01,0.05,0.05,0.06,0.05,0.65,0.0
0.03,0.67,0.01,0.0,0.06483333333333333,0.02,0.20516666666666666,0.0
0.15,0.14,0.17,0.24,0.04,0.03,0.21,0.02
0.22613838412571885,0.0,0.2614137634043107,0.20521076407913363,0.0,0.0,0.19507055640756413,0.11216653198327269
0.38,0.15,0.11,0.03,0.0,0.08,0.25,0.0
0.0,0.02,0.02,0.57,0.04,0.01,0.33,0.01
0.066,0.022000000000000002,0.062,0.02,0.78,0.01,0.0,0.04
0.19,0.0,0.01,0.0,0.71,0.0,0.08,0.01
0.18,0.07,0.53,0.01,0.12,0.01,0.03,0.05
0.07,0.01,0.01,0.0,0.0,0.0,0.85,0.06
0.04,0.03,0.21,0.03,0.01,0.55,0.01,0.12
0.16387566662669584,0.0,0.25180120783055165,0.17958509111998122,0.0,0.0,0.16195590909428556,0.24278212532848556
0.1,0.14,0.13,0.16,0.12,0.07,0.26,0.02
0.2345043438369319,0.0,0.2602001246607308,0.1607865245933068,0.0,0.0,0.20989729989866052,0.13461170701036992
0.25546460043744934,0.0,0.2795115874369446,0.15679839139296223,0.0,0.0,0.16637168551183443,0.14185373522080943
0.7563095238095237,0.0,0.14850000000000002,0.04816666666666666,0.023690476190476192,0.003333333333333333,0.02,0.0
0.12,0.07,0.2,0.46,0.02,0.06,0.07,0.0
0.06,0.41,0.03,0.0,0.27,0.0,0.01,0.22
0.39611111111111114,0.04,0.03,0.0,0.02,0.04,0.03,0.44388888888888883
0.05,0.04,0.76,0.02,0.0,0.01,0.12,0.0
0.26976543736386704,0.0,0.34124264160222895,0.1580642214454453,0.0,0.0,0.09435534722234559,0.13657235236611315
0.02,0.0,0.3714166666666667,0.0,0.5685833333333331,0.03,0.01,0.0
0.5816666666666667,0.29,0.03583333333333333,0.0,0.01,0.01,0.0725,0.0
0.05,0.63,0.04,0.02,0.03,0.0,0.23,0.0
0.04,0.04,0.03,0.02,0.1,0.04,0.0,0.73
0.1,0.11,0.45,0.01,0.06,0.12,0.12,0.03
0.03,0.7,0.08,0.03,0.0,0.03,0.12,0.01
0.032404119555027984,0.014616397995481409,0.012926835282853074,0.0,0.8075127656137474,0.008276853672359391,0.019238145214313992,0.10502488266621679
0.01,0.01,0.16,0.07,0.03,0.51,0.21,0.0
0.18,0.05,0.32,0.02,0.06,0.23,0.02,0.12
0.08,0.7,0.15,0.0,0.0,0.0,0.05,0.02
0.11,0.04,0.03,0.0,0.04,0.02,0.75,0.01
0.13,0.06,0.035,0.025,0.06,0.02,0.67,0.0
0.03,0.06,0.48,0.07,0.01,0.1,0.1,0.15
0.02,0.02,0.58,0.15,0.04,0.15,0.04,0.0
0.04,0.1,0.36,0.06,0.01,0.11,0.3,0.02
0.03,0.72,0.16,0.03,0.01,0.0,0.05,0.0
0.11,0.08,0.06,0.01,0.69,0.0,0.04,0.01
0.03,0.25,0.0,0.2,0.16,0.0,0.01,0.35
0.14,0.02,0.15,0.16,0.05,0.32,0.09,0.07
0.1,0.7233333333333333,0.06333333333333332,0.01,0.03,0.01,0.05333333333333333,0.01
0.0,0.78,0.19,0.01,0.0,0.01,0.01,0.0
0.12363636363636363,0.02,0.07363636363636364,0.03,0.03,0.04,0.022727272727272724,0.66
0.19,0.23,0.24,0.03,0.16,0.07,0.04,0.04
0.61,0.09,0.09,0.04,0.02,0.01,0.13,0.01
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.31307142857142856,0.36,0.17139285714285715,0.0,0.01,0.0,0.1455357142857143,0.0
0.027046104130188483,0.011095890410958905,0.018132926494317986,0.0,0.011232876712328768,0.015020968517183368,0.010824239537199163,0.9066469941978235
0.2347138465476159,0.02325608631269246,0.2312761508845945,0.18536599108369245,0.015128327920815152,0.00641346814436876,0.2085002496663543,0.09534587943986651
0.14,0.06,0.57,0.09,0.08,0.03,0.03,0.0
0.0,0.93,0.02,0.0,0.03,0.0,0.01,0.01
0.2345043438369319,0.0,0.2602001246607308,0.1607865245933068,0.0,0.0,0.20989729989866052,0.13461170701036992
0.25,0.13,0.39,0.02,0.03,0.01,0.06,0.11
0.42,0.15,0.16,0.01,0.07,0.03,0.08,0.08
0.09,0.72,0.14,0.0,0.02,0.01,0.02,0.0
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.20947479632342808,0.0,0.22026416708257,0.20085860809736822,0.0,0.0,0.19636396714594181,0.17303846135069162
0.016666666666666666,0.03,0.02,0.0,0.87,0.006666666666666666,0.016666666666666666,0.04
0.01,0.98,0.0,0.0,0.01,0.0,0.0,0.0
0.21491977106505172,0.0,0.26827349803695205,0.17141153280073546,0.0,0.0,0.19451323983105584,0.15088195826620487
0.09,0.07,0.08,0.13,0.08,0.08,0.47,0.0
0.04,0.32,0.08,0.16,0.22,0.04,0.04,0.1
0.21333333333333332,0.02,0.16,0.16,0.05,0.05,0.34666666666666673,0.0
0.17,0.38,0.24,0.01,0.03,0.02,0.14,0.01
0.01,0.0,0.01,0.01,0.21899999999999997,0.42,0.271,0.06
0.05,0.55,0.06,0.15,0.08,0.0,0.07,0.04
0.14654767859499448,0.026021512466872565,0.23698082273976356,0.10304115296932358,0.018535400619250596,0.15589760529537788,0.12633048276981568,0.18664534454460147
0.105,0.02,0.1,0.0,0.0,0.255,0.02,0.5
0.09708333333333333,0.08,0.042682291666666664,0.021328125,0.02,0.01,0.7269791666666666,0.0019270833333333334
0.16666666666666663,0.09666666666666668,0.06333333333333332,0.08,0.01,0.03333333333333333,0.55,0.0
0.01,0.14,0.69,0.04,0.03,0.03,0.05,0.01
0.21,0.2,0.23,0.07,0.02,0.01,0.25,0.01
0.06,0.11,0.43,0.17,0.1,0.1,0.03,0.0
0.03,0.09,0.0,0.05,0.08,0.1,0.03,0.62
0.08,0.1,0.16,0.11,0.11,0.04,0.39,0.01
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.17851314636669738,0.0,0.29119064352736856,0.24359033745254563,0.0,0.0,0.17290404013877203,0.11380183251461613
0.8205403193931035,0.004256485183550826,0.06494943141964522,0.0,0.005273508940378416,0.04407024363711713,0.045397908450045966,0.01551210297615898
0.25,0.20273809523809525,0.14,0.01,0.11,0.06,0.21726190476190477,0.01
0.38,0.0,0.13,0.0,0.08,0.18,0.01,0.22
0.34,0.13,0.25,0.01,0.13,0.02,0.11,0.01
0.34,0.09,0.42,0.01,0.05,0.03,0.02,0.04
0.01,0.01,0.06,0.01,0.0,0.16,0.0,0.75
0.04,0.06,0.23,0.29,0.05,0.2,0.12,0.01
0.09,0.32,0.09,0.15,0.03,0.14,0.18,0.0
0.7,0.03,0.13,0.01,0.01,0.0,0.01,0.11
0.07,0.03,0.51,0.0,0.17,0.04,0.14,0.04
0.12,0.14,0.18,0.1,0.17,0.06,0.23,0.0
0.11,0.0,0.33,0.1,0.01,0.33,0.03,0.09
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.06,0.04,0.01,0.0,0.06,0.0,0.83,0.0
0.01,0.68,0.2,0.04,0.02,0.0,0.05,0.0
0.02,0.63,0.13,0.0,0.02,0.12,0.07,0.01
0.34,0.04,0.13,0.03,0.14,0.13,0.15,0.04
0.155,0.03,0.1,0.63,0.01,0.015,0.01,0.05
0.34,0.08,0.2,0.06,0.02,0.02,0.17,0.11
0.34,0.04,0.14,0.09,0.11,0.1,0.15,0.03
0.21,0.02,0.66,0.0,0.04,0.05,0.02,0.0
0.2,0.08,0.55,0.06,0.02,0.02,0.07,0.0
0.17,0.05,0.38,0.01,0.0,0.16,0.03,0.2
0.20947479632342808,0.0,0.22026416708257,0.20085860809736822,0.0,0.0,0.19636396714594181,0.17303846135069162
0.01,0.05,0.49,0.06,0.01,0.1,0.28,0.0
0.01,0.0,0.05,0.03,0.77,0.03,0.11,0.0
0.25,0.02,0.03,0.01,0.07,0.02,0.14,0.46
0.08,0.05,0.33,0.03,0.11,0.29,0.01,0.1
0.4,0.17,0.14,0.0,0.12,0.04,0.12,0.01
0.01,0.69,0.07,0.02,0.12,0.01,0.06,0.02
0.05,0.48,0.01,0.04,0.27,0.02,0.0,0.13
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.09,0.07,0.12,0.11,0.01,0.3,0.28,0.02
0.25546460043744934,0.0,0.2795115874369446,0.15679839139296223,0.0,0.0,0.16637168551183443,0.14185373522080943
0.03,0.0,0.06,0.0,0.01,0.85,0.05,0.0
0.1821885164146959,0.0,0.2674386009804874,0.16863247764931164,0.0,0.0,0.17868509017334122,0.20305531478216352
0.20947479632342808,0.0,0.22026416708257,0.20085860809736822,0.0,0.0,0.19636396714594181,0.17303846135069162
0.16,0.07,0.28,0.18,0.0,0.03,0.17,0.11
0.01,0.29,0.13,0.01,0.41,0.02,0.04,0.09
0.0,0.02,0.14,0.75,0.01,0.01,0.07,0.0
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.0,0.02,0.03,0.02,0.06,0.02,0.0,0.85
0.04,0.06,0.18,0.1,0.13,0.33,0.16,0.0
0.01,0.14,0.04,0.01,0.04,0.03,0.73,0.0
0.14,0.03,0.28,0.06,0.2,0.14,0.09,0.06
0.25,0.1,0.15,0.01,0.08,0.02,0.39,0.0
0.15,0.12,0.38,0.01,0.08,0.1,0.14,0.02
0.23,0.07,0.1,0.03,0.15,0.05,0.23,0.14
0.09,0.13,0.28,0.05,0.04,0.25,0.03,0.13
0.30355507074624727,0.0,0.007508089133089133,0.0,0.06236032105149751,0.0,0.6265765190691663,0.0
0.05264507422402159,0.01,0.13188034188034187,0.10499999999999998,0.03164080071974809,0.02,0.6388337831758885,0.01
0.22,0.08,0.16,0.16,0.02,0.02,0.33,0.01
0.23092459393485246,0.0,0.2658038340214732,0.14955159582043673,0.0,0.0,0.2109366874548021,0.14278328876843566
0.2345043438369319,0.0,0.2602001246607308,0.1607865245933068,0.0,0.0,0.20989729989866052,0.13461170701036992
0.0,0.05,0.42,0.0,0.02,0.43,0.08,0.0
0.04,0.13,0.16,0.08,0.04,0.06,0.49,0.0
0.09,0.05,0.07,0.06,0.02,0.03,0.68,0.0
0.01,0.18,0.08,0.39,0.17,0.07,0.03,0.07
0.1,0.1,0.3,0.22,0.1,0.05,0.12,0.01
0.3,0.03,0.31,0.23,0.02,0.01,0.09,0.01
0.1,0.02,0.01,0.01,0.68,0.0,0.17,0.01
0.01,0.0,0.13,0.8,0.01,0.02,0.03,0.0
0.23,0.03,0.56,0.03,0.08,0.03,0.02,0.02
0.02,0.37,0.04,0.01,0.36,0.02,0.01,0.17
0.2356127712638968,0.016898260654377422,0.22332628536098845,0.1825737229809227,0.01929104658031109,0.010723104925345128,0.20760873108168318,0.10396607715247504
0.09,0.05,0.53,0.09,0.09,0.12,0.03,0.0
0.02,0.24,0.16,0.35,0.12,0.01,0.03,0.07
0.0,0.3,0.44,0.02,0.05,0.07,0.12,0.0
0.08,0.11,0.166,0.16,0.11,0.11,0.23,0.034
0.2,0.0,0.05,0.03,0.01,0.01,0.7,0.0
0.04,0.39,0.13,0.1,0.2,0.03,0.06,0.05
0.01,0.0,0.02,0.01,0.0,0.03,0.0,0.93
0.07,0.8,0.09,0.01,0.0,0.01,0.02,0.0
0.02,0.02,0.07,0.05,0.0,0.05,0.79,0.0
0.25,0.65,0.01,0.0,0.02,0.03,0.0,0.04
0.06,0.0,0.01,0.0,0.03,0.21,0.01,0.68
0.05,0.18,0.1,0.03,0.16,0.03,0.03,0.42
0.1,0.05,0.16,0.26,0.03,0.12,0.27,0.01
0.13,0.11,0.66,0.01,0.01,0.01,0.06,0.01
0.2347138465476159,0.02325608631269246,0.2312761508845945,0.18536599108369245,0.015128327920815152,0.00641346814436876,0.2085002496663543,0.09534587943986651
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.03,0.65,0.09,0.01,0.09,0.01,0.01,0.11
0.06,0.02,0.04333333333333333,0.78,0.07,0.02,0.006666666666666666,0.0
0.07,0.09,0.16,0.15,0.01,0.03,0.49,0.0
0.16,0.03,0.18,0.04,0.02,0.3,0.23,0.04
0.02,0.07,0.0,0.01,0.66,0.0,0.23,0.01
0.01,0.06,0.11,0.35,0.09,0.04,0.32,0.02
0.19,0.08,0.4,0.14,0.04,0.05,0.06,0.04
0.3696038822288821,0.0,0.0,0.0,0.0,0.0,0.6303961177711176,0.0
0.02,0.48,0.02,0.0,0.05,0.02,0.41,0.0
0.0,0.01,0.07,0.89,0.0,0.02,0.01,0.0
0.16,0.04,0.51,0.02,0.08,0.01,0.18,0.0
0.12,0.1,0.17,0.31,0.02,0.02,0.24,0.02
0.13,0.07,0.71,0.01,0.04,0.01,0.01,0.02
0.05,0.08,0.47,0.21,0.04,0.06,0.09,0.0
0.12,0.0,0.27,0.22,0.02,0.11,0.25,0.01
0.12,0.05,0.08,0.03,0.01,0.54,0.02,0.15
0.10041666666666665,0.05,0.3269621212121212,0.35,0.0,0.07874242424242424,0.09387878787878787,0.0
0.01,0.0,0.06,0.8,0.0,0.11,0.02,0.0
0.15,0.07,0.08,0.09,0.57,0.0,0.04,0.0
0.17,0.06,0.53,0.12,0.03,0.02,0.05,0.02
0.0,0.0,0.04,0.69,0.0,0.23,0.04,0.0
0.05,0.75,0.05,0.06,0.0,0.03,0.06,0.0
0.02,0.07,0.02,0.8,0.04,0.02,0.02,0.01
0.0,0.20374691403367864,0.21010845771875175,0.0,0.0,0.5861446282475693,0.0,0.0
0.03,0.06,0.56,0.02,0.03,0.24,0.05,0.01
0.16,0.07,0.026333333333333334,0.08366666666666667,0.03,0.05,0.57,0.01
0.17,0.06,0.48,0.22,0.05,0.0,0.02,0.0
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.01,0.02,0.04,0.07,0.02,0.03,0.81,0.0
0.272,0.002,0.15,0.5,0.0,0.03,0.016,0.03
0.02,0.27,0.01,0.63,0.05,0.0,0.0,0.02
0.12,0.04,0.52,0.07,0.01,0.14,0.08,0.02
0.11,0.0,0.045,0.005,0.01,0.21,0.0,0.62
0.32,0.11,0.24,0.01,0.08,0.09,0.12,0.03
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.01,0.0,0.06533333333333333,0.0,0.0,0.9246666666666666,0.0,0.0
0.07,0.07,0.21,0.09,0.23,0.05,0.27,0.01
0.18,0.15,0.01,0.0,0.01,0.0,0.65,0.0
0.29,0.05,0.38,0.0,0.05,0.08,0.06,0.09
0.19,0.1,0.14,0.07,0.01,0.33,0.04,0.12
0.02,0.25,0.2,0.14,0.03,0.11,0.25,0.0
0.29,0.24,0.14,0.0,0.01,0.01,0.29,0.02
0.25546460043744934,0.0,0.2795115874369446,0.15679839139296223,0.0,0.0,0.16637168551183443,0.14185373522080943
0.05,0.1,0.01,0.01,0.09,0.0,0.02,0.72
0.17,0.1,0.22,0.01,0.02,0.34916666666666674,0.10083333333333334,0.03
0.21491977106505172,0.0,0.26827349803695205,0.17141153280073546,0.0,0.0,0.19451323983105584,0.15088195826620487
0.07,0.03,0.09,0.64,0.0,0.01,0.16,0.0
0.15,0.06,0.54,0.0,0.08,0.12,0.01,0.04
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.09,0.03,0.04,0.07,0.11,0.17,0.45,0.04
0.15,0.01,0.12,0.0,0.01,0.02,0.03,0.66
0.7088101933216169,0.0008260105448154657,0.0744780316344464,0.0048494434680726424,0.06087287639132982,0.02034563561804335,0.09855243116578795,0.031265377855887524
0.02,0.48,0.03,0.11,0.19,0.02,0.05,0.1
0.17,0.03,0.71,0.0,0.02,0.02,0.02,0.03
0.18925416160207173,0.0,0.1507414984396408,0.0,0.0,0.0,0.4895057656481802,0.17049857431010676
0.18,0.05,0.11,0.05,0.1,0.115,0.345,0.05
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.03,0.04,0.01,0.73,0.0,0.02,0.16,0.01
0.04,0.01,0.56,0.03,0.08,0.24,0.04,0.0
0.195,0.06,0.11,0.01,0.03,0.56,0.035,0.0
0.1775472822807663,0.0888661948332055,0.24817758792670566,0.08745001754446147,0.08633253230024077,0.037219339714039935,0.15022740886767616,0.12417963653290406
0.37,0.1,0.2,0.0,0.08,0.07,0.16,0.02
0.1,0.07,0.25,0.08,0.11,0.06,0.33,0.0
0.0,0.03,0.02,0.86,0.0,0.03,0.06,0.0
0.05,0.04,0.27,0.03,0.58,0.01,0.02,0.0
0.08,0.03,0.05,0.01,0.09,0.02,0.0,0.72
0.3,0.03,0.13,0.01,0.04,0.03,0.12,0.34
0.33,0.3,0.25,0.02,0.02,0.0,0.06,0.02
0.20080796228458506,0.0,0.2891512778863036,0.13950724307226184,0.0,0.0,0.18880836767403283,0.18172514908281662
0.03975,0.7641666666666667,0.0032500000000000003,0.0,0.107,0.006666666666666666,0.03916666666666666,0.04
0.01,0.03,0.02,0.82,0.07,0.03,0.02,0.0
0.01,0.57,0.12,0.13,0.09,0.01,0.06,0.01
0.19,0.03,0.73,0.0,0.0,0.0,0.05,0.0
0.37833333333333335,0.22,0.11,0.0,0.0016666666666666666,0.02,0.27,0.0
0.74,0.03,0.04,0.06,0.03,0.01,0.07,0.02
0.03,0.07,0.83,0.04,0.03,0.0,0.0,0.0
0.05,0.34,0.36,0.0,0.0,0.1,0.15,0.0
0.2356127712638968,0.016898260654377422,0.22332628536098845,0.1825737229809227,0.01929104658031109,0.010723104925345128,0.20760873108168318,0.10396607715247504
0.01,0.27,0.0,0.04,0.23,0.0,0.0,0.45
0.11,0.04,0.21,0.05,0.01,0.4,0.04,0.14
0.04,0.0,0.11,0.02,0.03,0.09,0.02,0.69
0.66,0.02,0.11,0.01,0.0,0.01,0.03,0.16
0.08375,0.03,0.4125,0.0,0.021875,0.448125,0.00375,0.0
0.14,0.09,0.21,0.03,0.13,0.05,0.31,0.04
0.1877662309069286,0.06342617688246596,0.2210987131042588,0.10082552300571748,0.06137946338840232,0.009399728238520297,0.2370558516030299,0.1190483128706765
0.49,0.12,0.03,0.01,0.13,0.04,0.17,0.01
0.04,0.03,0.18,0.68,0.0,0.02,0.03,0.02
0.01,0.02,0.01,0.0,0.09,0.0,0.0,0.87
0.03,0.19,0.01,0.02,0.29,0.0,0.0,0.46
